Num.col,Colector,Localidad-sym,Familia,Genero,especie,Infraespecifico,calificadorID,Nombre cientifico,N¼ individuos en parche,UICN,LISTA-ROJA-ECUADOR,Habito,Amenazada,Localidad,NOTAS,ENDEMICA PAIS,ENDEMICA CENTINELA,PAIS,,,,,,,,,,
observacion,A Fern‡ndez,M3,Fabaceae,Inga,oerstediana,,,Inga oerstediana,<100,LC,,çrbol,no,Milton Murillo M3,,,,,,,,,,,,,,
observacion,A Fern‡ndez,M3,Rubiaceae,Palicourea,pyramidalis,,,Palicourea pyramidalis,<100,LC,,çrbol,no,Milton Murillo M3,,,,,,,,,,,,,,
observacion,A Fern‡ndez,M3,Moraceae,Helicostylis,tovarensis,,,Helicostylis tovarensis,<100,LC,,çrbol,no,Milton Murillo M3,,,,,,,,,,,,,,
observacion,A Fern‡ndez,M3,Piperaceae,Piper,imperiale,,cf.,Piper cf. imperiale,<100,LC,,Arbolito,no,,,,,,,,,,,,,,,
4534,JC Cer—n,M4,Picramniaceae,Picramnia ,magnifolia,,,Picramnia magnifolia,,LC,,Arbusto,no,Milton Murillo M4,,,,,,,,,,,,,,
4547,JC Cer—n,M4,Lecythidaceae,Eschweilera,rimbachii,,,Eschweilera rimbachii,,LC,,çrbol,no,Milton Murillo M4,,,,,,,,,,,,,,
4548,JC Cer—n,M4,Lecythidaceae,Eschweilera,rimbachii,,,Eschweilera rimbachii,,LC,,çrbol,no,Milton Murillo M4,,,,,,,,,,,,,,
4551,JC Cer—n,M4,Apocynaceae,Tabernaemontana,panamensis,,,Tabernaemontana panamensis,,LC,,çrbol,no,Milton Murillo M4,,,,,,,,,,,,,,
4555,JC Cer—n,M4,Sapindaceae,Allophylus,incanus,,cf.,Allophylus cf. incanus,,LC,,çrbol,no,Milton Murillo M4,,,,,,,,,,,,,,
4559,JC Cer—n,M4,Caricaceae,Jacaratia,chocoensis,,,Jacaratia chocoensis,,LC,,çrbol,no,Milton Murillo M4,,,,,,,,,,,,,,
observacion,A Fern‡ndez,M4,Caricaceae,Jacaratia,chocoensis,,,Jacaratia chocoensis,<50,LC,,çrbol,no,Milton Murillo M4,,,,,,,,,,,,,,
observacion,A Fern‡ndez,M4,Sapindaceae,Allophylus,incanus,,cf.,Allophylus cf. incanus,<100,LC,,çrbol,no,Milton Murillo M4,,,,,,,,,,,,,,
observacion,A Fern‡ndez,M4,Meliaceae,Guarea,kunthiana,,,Guarea kunthiana,<100,LC,,çrbol,no,Milton Murillo M4,,,,,,,,,,,,,,
observacion,A Fern‡ndez,M4,Picramniaceae,Picramnia,magnifolia,,,Picramnia magnifolia,<100,LC,,Arbusto,no,Milton Murillo M4,,,,,,,,,,,,,,
observacion,A Fern‡ndez,M4,Apocynaceae,Tabernaemontana,panamensis,,,Tabernaemontana panamensis,<100,LC,,,no,Milton Murillo M4,,,,,,,,,,,,,,
observacion,A Fern‡ndez,M4,Lecythidaceae,Eschweilera,rimbachii,,,Eschweilera rimbachii,<100,LC,,çrbol,no,Milton Murillo M4,,,,,,,,,,,,,,
115,A Fern‡ndez,NC,Salicaceae,Casearia,fasciculata,,,Casearia fasciculata,,LC,,çrbol,,Milton Murillo - Norte Cristal,,,,,,,,,,,,,,
120,A Fern‡ndez,NC,Siparunaceae,Siparuna,thecaphora,,cf.,Siparuna cf. thecaphora,,LC,,Arbusto,no,Milton Murillo - Norte Cristal,,,,,,,,,,,,,,
121,A Fern‡ndez,NC,Anacardiaceae,Mosquitoxylum,jamaicense,,,Mosquitoxylum jamaicense,,LC,,çrbol,no,Milton Murillo - Norte Cristal,,,,,,,,,,,,,,
observacion,A Fern‡ndez,NC,Anacardiaceae,Mosquitoxylum,jamaicense,,,Mosquitoxylum jamaicense,<20,LC,,çrbol,no,Milton Murillo - Norte Cristal,,,,,,,,,,,,,,
9986,"Cornejo, Xavier",Otro,Cardiopteridaceae,Citronellla,melliodora,,,Citronella melliodora,,LC,,çrbol,no,"Centinela: Respaldo del Bimbe, quebrada patch under antennas",,,,,,,,,,,,,,
9987,"Cornejo, Xavier",Otro,Lecythidaceae,Eschweilera,rimbachii,,,Eschweilera rimbachii,,LC,,çrbol,no,"Centinela: Respaldo del Bimbe, quebrada patch under antennas",,,,,,,,,,,,,,
16857,"Clark, John Littner",Otro,Achariaceae,Carpotroche,platyptera,,,Carpotroche platyptera,,LC,,Arbusto,,"Parroquia: Santa Mar’a del Toachi, Centinela del Pichincha, on the road between Patrica Pilar and Maria del Toachi (before the entrance to Bijagual), Cooperativa Flor de los Rios.",,,,,,,,,,,,,,
16870,"Clark, John Littner",Otro,Achariaceae,Carpotroche,platyptera,,,Carpotroche platyptera,,LC,,Arbusto,,"Parroquia: Santa Mar’a del Toachi, Centinela del Pichincha, patch of forest owned by Don Milton, trail/small road from school, area known locally as ÒCooperativa Flor de los Rios.Ó",,,,,,,,,,,,,,
99211,"Guevara, Juan Ernesto",Otro,Achariaceae,Carpotroche,platyptera,,,Carpotroche platyptera,,LC,,Arbusto,,Remnant patches of primary forest close to the hamlet of San Pedro de Pambil and mainly surrounded by melina (Gmelina arborea) plantations. Steep ravines and small streams.,,,,,,,,,,,,,,
1494,TLP Couvreur,PDB,Annonaceae,Annona,quinduensis,,,Annona quinduensis,,LC,,çrbol,,Forest fragment near community of Palmar del Bimbe,,,,,,,,,,,,,,
883,DM White,PDB,Erythroxylaceae,Erythroxylum,squamatum,,,Erythroxylum squamatum,<10,LC,,çrbol,no,Recinto Palmar del Bimbe. Parche de bosque en la cima de la monta–a rocosa. Propiedad de la familia Pozo.,,,,,,,,,,,,,,
885,DM White,PDB,Malpighiaceae,Banisteriopsis,caapi,,cf.,Banisteriopsis caapi,,LC,,Liana,no,Recinto Palmar del Bimbe. Parche de bosque en la cima de la monta–a rocosa. Propiedad de la familia Pozo.,,,,,,,,,,,,,,
17716,"Clark, John Littner",PDB,Achariaceae,Carpotroche,platyptera,,,Carpotroche platyptera,,LC,,Arbusto,,Recinto Palmar del Bimbe. Parche de bosque en la cima de la monta–a rocosa. Propiedad de la familia Pozo.,,,,,,,,,,,,,,
97,A Fern‡ndez,PH,Cardiopteridaceae,Citronella,melliodora,,,Citronella melliodora,,LC,,çrbol,no,"Parroquia: El Esfuerzo. El Respaldo, 3.5 km east of Segundo Respaldo (dead end road). Finca de Paul Henry.",,,,,,,,,,,,,,
102,A Fern‡ndez,PH,Meliaceae,Ruagea,insignis,,cf.,Ruagea cf. insignis,,LC,,çrbol,no,"Parroquia: El Esfuerzo. El Respaldo, 3.5 km east of Segundo Respaldo (dead end road). Finca de Paul Henry.",,,,,,,,,,,,,,
4525,JC Cer—n,PH,Myristicaceae,Compsoneura,atopa,,,Compsoneura atopa,,LC,,çrbol,no,"Parroquia: El Esfuerzo. El Respaldo, 3.5 km east of Segundo Respaldo (dead end road). Finca de Paul Henry.",,,,,,,,,,,,,,
observacion,A Fern‡ndez,PH,Lamiaceae,Aegiphila,alba,,,Aegiphila alba,<100,LC,,çrbol,no,"Parroquia: El Esfuerzo. El Respaldo, 3.5 km east of Segundo Respaldo (dead end road). Finca de Paul Henry.",,,,,,,,,,,,,,
observacion,A Fern‡ndez,PH,Myristicaceae,Compsoneura,atopa,,,Compsoneura atopa,<100,LC,,çrbol,no,"Parroquia: El Esfuerzo. El Respaldo, 3.5 km east of Segundo Respaldo (dead end road). Finca de Paul Henry.",,,,,,,,,,,,,,
observacion,A Fern‡ndez,PH,Meliaceae,Ruagea,insignis,,cf.,Ruagea cf. insignis,<50,LC,,çrbol,no,"Parroquia: El Esfuerzo. El Respaldo, 3.5 km east of Segundo Respaldo (dead end road). Finca de Paul Henry.",,,,,,,,,,,,,,
observacion,A Fern‡ndez,PH,Cardiopteridaceae,Citronella,melliodora,,,Citronella melliodora,<100,LC,,çrbol,no,"Parroquia: El Esfuerzo. El Respaldo, 3.5 km east of Segundo Respaldo (dead end road). Finca de Paul Henry.",,,,,,,,,,,,,,
observacion,A Fern‡ndez,PH,Dipentodontaceae,Perrottetia,multiflora,,cf.,Perrottetia cf. multiflora,<100,LC,,çrbol,no,"Parroquia: El Esfuerzo. El Respaldo, 3.5 km east of Segundo Respaldo (dead end road). Finca de Paul Henry.",,,,,,,,,,,,,,
observacion,A Fern‡ndez,PH,Euphorbiaceae,Margaritaria,nobilis,,,Margaritaria nobilis,<100,LC,,çrbol,no,"Parroquia: El Esfuerzo. El Respaldo, 3.5 km east of Segundo Respaldo (dead end road). Finca de Paul Henry.",,,,,,,,,,,,,,
43,A Fern‡ndez,SBC,Moraceae,Perebea,angustifolia,,cf.,Perebea cf. angustifolia,,LC,,çrbol,no,Bosque Cascada,,,,,,,,,,,,,,
47,A Fern‡ndez,SBC,Melastomataceae,Miconia,gracilis,,,Miconia gracilis,,LC,,çrbol,no,Bosque Cascada,,,,,,,,,,,,,,
observacion,A Fern‡ndez,SBC,Moraceae,Perebea,angustifolia,,cf.,Perebea cf. angustifolia,<100,LC,,çrbol,no,,,,,,,,,,,,,,,
50,A Fern‡ndez,SBS,Cunnoniaceae,Weinmannia,lentiscifolia,,cf.,Weinmannia cf. lentiscifolia,,LC,,çrbol,no,"Bosque Sur. ""Bosque de la avioneta"", cerca de Bosque Vega",,,,,,,,,,,,,,
51,A Fern‡ndez,SBS,Rubiaceae,Agouticarpa,williamsii,,,Agouticarpa williamsii,,LC,,çrbol,no,"Bosque Sur. ""Bosque de la avioneta"", cerca de Bosque Vega",,,,,,,,,,,,,,
54,A Fern‡ndez,SBS,Lauraceae,Beilschmiedia,tovarensis,,,Beilschmiedia tovarensis,,LC,,çrbol,no,"Bosque Sur. ""Bosque de la avioneta"", cerca de Bosque Vega",,,,,,,,,,,,,,
55,A Fern‡ndez,SBS,Sapotaceae,Chrysophyllum,argenteum,,,Chrysophyllum argenteum,,LC,,çrbol,no,"Bosque Sur. ""Bosque de la avioneta"", cerca de Bosque Vega",,,,,,,,,,,,,,
58,A Fern‡ndez,SBS,Melastomataceae,Henriettea,verrucosa,,,Henriettea verrucosa,,LC,,çrbol,no,"Bosque Sur. ""Bosque de la avioneta"", cerca de Bosque Vega",,,,,,,,,,,,,,
63,A Fern‡ndez,SBS,Putranjivaceae,Drypetes,brownii,,cf.,Drypetes cf. brownii,,LC,,çrbol,no,"Bosque Sur. ""Bosque de la avioneta"", cerca de Bosque Vega",,,,,,,,,,,,,,
65,A Fern‡ndez,SBS,Lecythidaceae,Eschweilera,integrifolia,,cf.,Eschweilera cf. integrifolia,,LC,,çrbol,no,"Bosque Sur. ""Bosque de la avioneta"", cerca de Bosque Vega",,,,,,,,,,,,,,
87,A Fern‡ndez,SBS,Primulaceae,Geissanthus,longistamineus,,,Geissanthus longistamineus,,LC,,çrbol,no,"Bosque Sur. ""Bosque de la avioneta"", cerca de Bosque Vega",,,,,,,,,,,,,,
91,A Fern‡ndez,SBS,Lacistemataceae,Lozania,mutisiana,,,Lozania mutisiana,,LC,,çrbol,no,"Bosque Sur. ""Bosque de la avioneta"", cerca de Bosque Vega",,,,,,,,,,,,,,
4865,JC Cer—n,SBS,Aquifoliaceae,Ilex,yurimanguinis,,cf.,Ilex cf. yurimanguinis,,LC,,çrbol,no,"Bosque Sur. ""Bosque de la avioneta"", cerca de Bosque Vega",,,,,,,,,,,,,,
4869,JC Cer—n,SBS,Lecythidaceae,Eschweilera,integrifolia,,,Eschweilera integrifolia,,LC,,çrbol,no,"Bosque Sur. ""Bosque de la avioneta"", cerca de Bosque Vega",,,,,,,,,,,,,,
4870,JC Cer—n,SBS,Putranjivaceae,Drypetes,brownii,,cf.,Drypetes cf. brownii,,LC,,çrbol,no,"Bosque Sur. ""Bosque de la avioneta"", cerca de Bosque Vega",,,,,,,,,,,,,,
4879,JC Cer—n,SBS,Meliaceae,Trichilia,surinamensis,,,Trichilia surinamensis,,LC,,çrbol,no,"Bosque Sur. ""Bosque de la avioneta"", cerca de Bosque Vega",,,,,,,,,,,,,,
4880,JC Cer—n,SBS,Meliaceae,Trichilia,surinamensis,,,Trichilia surinamensis,,LC,,çrbol,no,"Bosque Sur. ""Bosque de la avioneta"", cerca de Bosque Vega",,,,,,,,,,,,,,
4881,JC Cer—n,SBS,Clusiaceae,Chrysochlamys ,nicaraguensis,,,Chrysochlamys nicaraguensis,,LC,,çrbol,,"Bosque Sur. ""Bosque de la avioneta"", cerca de Bosque Vega",,,,,,,,,,,,,,
4883,JC Cer—n,SBS,Meliaceae,Guarea,macrophylla,,,Guarea macrophylla,,LC,,çrbol,no,"Bosque Sur. ""Bosque de la avioneta"", cerca de Bosque Vega",,,,,,,,,,,,,,
4887,JC Cer—n,SBS,Phyllanthaceae,Hieronyma,scabrida,,,Hieronyma scabrida,,LC,,çrbol,no,"Bosque Sur. ""Bosque de la avioneta"", cerca de Bosque Vega",,,,,,,,,,,,,,
4889,JC Cer—n,SBS,Salicaceae,Neosprucea,pedicellata,,,Neosprucea pedicellata,,LC,,çrbol,no,"Bosque Sur. ""Bosque de la avioneta"", cerca de Bosque Vega",,,,,,,,,,,,,,
observacion,A Fern‡ndez,SBS,Piperaceae,Piper,aequale,,,Piper aequale,,LC,,Arbusto,no,"Bosque Sur. ""Bosque de la avioneta"", cerca de Bosque Vega",,,,,,,,,,,,,,
observacion,A Fern‡ndez,SBS,Salicaceae,Casearia,arborea,,,Casearia arborea,<100,LC,,çrbol,no,"Bosque Sur. ""Bosque de la avioneta"", cerca de Bosque Vega",,,,,,,,,,,,,,
observacion,A Fern‡ndez,SBS,Sapotaceae,Chrysophyllum,argenteum,,,Chrysophyllum argenteum,<50,LC,,çrbol,no,"Bosque Sur. ""Bosque de la avioneta"", cerca de Bosque Vega",,,,,,,,,,,,,,
observacion,A Fern‡ndez,SBS,Putranjivaceae,Drypetes,brownii,,cf.,Drypetes cf. brownii,<100,LC,,çrbol,no,"Bosque Sur. ""Bosque de la avioneta"", cerca de Bosque Vega",,,,,,,,,,,,,,
observacion,A Fern‡ndez,SBS,Lecythidaceae,Eschweilera,caudiculata,,,Eschweilera caudiculata,<50,LC,,çrbol,no,"Bosque Sur. ""Bosque de la avioneta"", cerca de Bosque Vega",,,,,,,,,,,,,,
observacion,A Fern‡ndez,SBS,Malvaceae,Herrania,cuatrecasasiana,,,Herrania cf. cuatrecasasiana,<100,LC,,çrbol,no,"Bosque Sur. ""Bosque de la avioneta"", cerca de Bosque Vega",,,,,,,,,,,,,,
observacion,A Fern‡ndez,SBS,Clusiaceae,Chrysochlamys,dependens,,,Chrysochlamys dependens,<50,LC,,çrbol,no,"Bosque Sur. ""Bosque de la avioneta"", cerca de Bosque Vega",,,,,,,,,,,,,,
observacion,A Fern‡ndez,SBS,Hernandiaceae,Hernandia,didymantha,,,Hernandia didymantha,<100,LC,,çrbol,no,"Bosque Sur. ""Bosque de la avioneta"", cerca de Bosque Vega",,,,,,,,,,,,,,
observacion,A Fern‡ndez,SBS,Burseraceae,Protium,ecuadorense,,,Protium ecuadorense,<100,LC,,çrbol,no,"Bosque Sur. ""Bosque de la avioneta"", cerca de Bosque Vega",,,,,,,,,,,,,,
observacion,A Fern‡ndez,SBS,Celastraceae,Haydenoxylon,gentryi,,,Haydenoxylon gentryi,<100,LC,,çrbol,no,"Bosque Sur. ""Bosque de la avioneta"", cerca de Bosque Vega",,,,,,,,,,,,,,
observacion,A Fern‡ndez,SBS,Malvaceae,Matisia,giacomettoi,,,Matisia giacomettoi,<100,LC,,çrbol,no,"Bosque Sur. ""Bosque de la avioneta"", cerca de Bosque Vega",,,,,,,,,,,,,,
observacion,A Fern‡ndez,SBS,Chrysobalanaceae,Couepia,guianensis,,,Couepia guianensis,<100,LC,,çrbol,no,"Bosque Sur. ""Bosque de la avioneta"", cerca de Bosque Vega",,,,,,,,,,,,,,
observacion,A Fern‡ndez,SBS,Moraceae,Maquira,guianensis,,,Maquira guianensis,<100,LC,,çrbol,no,"Bosque Sur. ""Bosque de la avioneta"", cerca de Bosque Vega",,,,,,,,,,,,,,
observacion,A Fern‡ndez,SBS,Sapindaceae,Allophylus,incanus,,cf.,Allophylus cf. incanus,<100,LC,,çrbol,no,"Bosque Sur. ""Bosque de la avioneta"", cerca de Bosque Vega",,,,,,,,,,,,,,
observacion,A Fern‡ndez,SBS,Lecythidaceae,Eschweilera,integridolia,,,Eschweilera integrifolia,<50,LC,,çrbol,no,"Bosque Sur. ""Bosque de la avioneta"", cerca de Bosque Vega",,,,,,,,,,,,,,
observacion,A Fern‡ndez,SBS,Meliaceae,Guarea,kunthiana,,,Guarea kunthiana,<100,LC,,çrbol,no,"Bosque Sur. ""Bosque de la avioneta"", cerca de Bosque Vega",,,,,,,,,,,,,,
observacion,A Fern‡ndez,SBS,Cunnoniaceae,Weinmannia,lentiscifolia,,cf.,Weinmannia cf. lentiscifolia,<100,LC,,çrbol,no,"Bosque Sur. ""Bosque de la avioneta"", cerca de Bosque Vega",,,,,,,,,,,,,,
observacion,A Fern‡ndez,SBS,Primulaceae,Geissanthus,longistamineus,,,Geissanthus longistamineus,<100,LC,,çrbol,no,"Bosque Sur. ""Bosque de la avioneta"", cerca de Bosque Vega",,,,,,,,,,,,,,
observacion,A Fern‡ndez,SBS,Cardiopteridaceae,Citronella,melliodora,,,Citronella melliodora,<100,LC,,çrbol,no,"Bosque Sur. ""Bosque de la avioneta"", cerca de Bosque Vega",,,,,,,,,,,,,,
observacion,A Fern‡ndez,SBS,Lacistemataceae,Lozania,mutisiana,,,Lozania mutisiana,<100,LC,,çrbol,no,"Bosque Sur. ""Bosque de la avioneta"", cerca de Bosque Vega",,,,,,,,,,,,,,
observacion,A Fern‡ndez,SBS,Salicaceae,Neosprucea,pedicellata,,,Neosprucea pedicellata,<100,LC,,çrbol,no,"Bosque Sur. ""Bosque de la avioneta"", cerca de Bosque Vega",,,,,,,,,,,,,,
observacion,A Fern‡ndez,SBS,Achariaceae,Carpotroche,ramosii,,,Carpotroche ramosii,<100,LC,,Arbolito,no,"Bosque Sur. ""Bosque de la avioneta"", cerca de Bosque Vega",,,,,,,,,,,,,,
observacion,A Fern‡ndez,SBS,Lecythidaceae,Eschweilera,rimbachii,,,Eschweilera rimbachii,<50,LC,,çrbol,no,"Bosque Sur. ""Bosque de la avioneta"", cerca de Bosque Vega",,,,,,,,,,,,,,
observacion,A Fern‡ndez,SBS,Phyllanthaceae,Hieronyma,scabrida,,,Hieronyma scabrida,<100,LC,,çrbol,no,"Bosque Sur. ""Bosque de la avioneta"", cerca de Bosque Vega",,,,,,,,,,,,,,
observacion,A Fern‡ndez,SBS,Erythroxylaceae,Erythroxylum,squamatum,,,Erythroxylum squamatum,<100,LC,,çrbol,no,"Bosque Sur. ""Bosque de la avioneta"", cerca de Bosque Vega",,,,,,,,,,,,,,
observacion,A Fern‡ndez,SBS,Meliaceae,Trichilia,surinamensis,,,Trichilia surinamensis,<100,LC,,çrbol,no,"Bosque Sur. ""Bosque de la avioneta"", cerca de Bosque Vega",,,,,,,,,,,,,,
observacion,A Fern‡ndez,SBS,Lauraceae,Beilschmiedia,tovarensis,,,Beilschmiedia tovarensis,<50,LC,,çrbol,no,"Bosque Sur. ""Bosque de la avioneta"", cerca de Bosque Vega",,,,,,,,,,,,,,
observacion,A Fern‡ndez,SBS,Chrysobalanaceae,Hirtella,triandra,,cf.,Hirtella cf. triandra,<50,LC,,çrbol,no,"Bosque Sur. ""Bosque de la avioneta"", cerca de Bosque Vega",,,,,,,,,,,,,,
observacion,A Fern‡ndez,SBS,Melastomataceae,Henriettea,verrucosa,,,Henriettea verrucosa,<100,LC,,çrbol,no,"Bosque Sur. ""Bosque de la avioneta"", cerca de Bosque Vega",,,,,,,,,,,,,,
observacion,A Fern‡ndez,SBS,Rubiaceae,Agouticarpa,Williamsii,,,Agouticarpa williamsii,<50,LC,,çrbol,no,"Bosque Sur. ""Bosque de la avioneta"", cerca de Bosque Vega",,,,,,,,,,,,,,
observacion,A Fern‡ndez,SBS,Aquifoliaceae,Ilex,yurimanguinis,,cf.,Ilex cf. yurumanguinis,<50,LC,,çrbol,no,"Bosque Sur. ""Bosque de la avioneta"", cerca de Bosque Vega",,,,,,,,,,,,,,
1514,TLP Couvreur,SBS,Annonaceae,Annona,neglecta,,,Annona neglecta,,LC,,çrbol,no,La Centinela; southwestern side of southernmost mountain.,,,,,,,,,,,,,,
1515,TLP Couvreur,SBS,Annonaceae,Annona,quinduensis,,,Annona quinduensis,,LC,,çrbol,,La Centinela; southwestern side of southernmost mountain.,,,,,,,,,,,,,,
10005,"Cornejo, Xavier",SBS,Malvaceae,Matisia,giacomettoi,,,Matisia giacomettoi,,LC,,çrbol,no,La Centinela; southwestern side of southernmost mountain.,,,,,,,,,,,,,,
observacion,A Fern‡ndez,SBS,Meliaceae,Guarea,macrophylla,,,Guarea macrophylla,<100,LC,,çrbol,no,,,,,,,,,,,,,,,
4732,JC Cer—n,SBSR,Araliaceae,Dendropanax,arboreus,,,Dendropanax arboreus,,LC,,çrbol,no,"Bosque Santa Rosa, cerca de la escuela y la casa del Presidente",,,,,,,,,,,,,,
4733,JC Cer—n,SBSR,Passifloraceae,Passiflora,macrophylla,,,Passiflora macrophylla,,LC,LC,Arbusto,no,"Bosque Santa Rosa, cerca de la escuela y la casa del Presidente",,,,,,,,,,,,,,
4737,JC Cer—n,SBSR,Boraginaceae,Cordia,lucidula,,,Cordia lucidula,,LC,,çrbol,no,"Bosque Santa Rosa, cerca de la escuela y la casa del Presidente",,,,,,,,,,,,,,
4739,JC Cer—n,SBSR,Rubiaceae,Hamelia,macrantha,,,Hamelia macrantha,,LC,,çrbol,no,"Bosque Santa Rosa, cerca de la escuela y la casa del Presidente",,,,,,,,,,,,,,
4740,JC Cer—n,SBSR,Moraceae,Maquira,guianensis,,,Maquira guianensis,,LC,,çrbol,no,"Bosque Santa Rosa, cerca de la escuela y la casa del Presidente",,,,,,,,,,,,,,
4744,JC Cer—n,SBSR,Malvaceae,Pachira,patinoi,,,Pachira patinoi,,LC,,çrbol,no,"Bosque Santa Rosa, cerca de la escuela y la casa del Presidente",,,,,,,,,,,,,,
4750,JC Cer—n,SBSR,Apocynaceae,Tabernaemontana,columbiensis,,,Tabernaemontana columbiensis,,LC,,çrbol,no,"Bosque Santa Rosa, cerca de la escuela y la casa del Presidente",,,,,,,,,,,,,,
observacion,A Fern‡ndez,SBSR,Araliaceae,Dendropanax,arboreus,,,Dendropanax arboreus,<100,LC,,çrbol,no,"Bosque Santa Rosa, cerca de la escuela y la casa del Presidente",,,,,,,,,,,,,,
observacion,A Fern‡ndez,SBSR,Apocynaceae,Tabernaemontana,columbiensis,,,Tabernaemontana columbiensis,<100,LC,,,no,"Bosque Santa Rosa, cerca de la escuela y la casa del Presidente",,,,,,,,,,,,,,
observacion,A Fern‡ndez,SBSR,Boraginaceae,Cordia,lucidula,,,Cordia lucidula,<100,LC,,çrbol,no,"Bosque Santa Rosa, cerca de la escuela y la casa del Presidente",,,,,,,,,,,,,,
observacion,A Fern‡ndez,SBSR,Rubiaceae,Hamelia,macrantha,,,Hamelia macrantha,<100,LC,,çrbol,no,"Bosque Santa Rosa, cerca de la escuela y la casa del Presidente",,,,,,,,,,,,,,
observacion,A Fern‡ndez,SBSR,Passifloraceae,Passiflora,macrophylla,,,Passiflora macrophylla,<50,LC,LC,Arbusto,no,"Bosque Santa Rosa, cerca de la escuela y la casa del Presidente",,,,,,,,,,,,,,
observacion,A Fern‡ndez,SBSR,Malvaceae,Pachira,patinoi,,,Pachira patinoi,<20,LC,,çrbol,no,"Bosque Santa Rosa, cerca de la escuela y la casa del Presidente",,,,,,,,,,,,,,
observacion,A Fern‡ndez,SBSR,Achariaceae,Carpotroche,ramosii,,,Carpotroche ramosii,<100,LC,,Arbolito,no,"Bosque Santa Rosa, cerca de la escuela y la casa del Presidente",,,,,,,,,,,,,,
4751,JC Cer—n,SBSR,Malvaceae,Matisia,giacomettoi,,,Matisia giacomettoi,,LC,,çrbol,no,"Bosque Sur. ""Bosque de la avioneta"", cerca de Bosque Vega",,,,,,,,,,,,,,
4753,JC Cer—n,SBSR,Lecythidaceae,Eschweilera,rimbachii,,cf.,Eschweilera cf. rimbachii,,LC,,çrbol,,"Bosque Sur. ""Bosque de la avioneta"", cerca de Bosque Vega",,,,,,,,,,,,,,
4754,JC Cer—n,SBSR,Meliaceae,Trichilia,surinamensis,,,Trichilia surinamensis,,LC,,çrbol,no,"Bosque Sur. ""Bosque de la avioneta"", cerca de Bosque Vega",,,,,,,,,,,,,,
4758,JC Cer—n,SBSR,Icacinaceae,Citronella,melliodora,,,Citronella melliodora,,LC,,çrbol,no,"Bosque Sur. ""Bosque de la avioneta"", cerca de Bosque Vega",,,,,,,,,,,,,,
4761,JC Cer—n,SBSR,Chrysobalanaceae,Couepia,guianensis,,,Couepia guianensis,,LC,,çrbol,no,"Bosque Sur. ""Bosque de la avioneta"", cerca de Bosque Vega",,,,,,,,,,,,,,
4762,JC Cer—n,SBSR,Lamiaceae,Aegiphila,ulei,,,Aegiphila ulei,,LC,,Arbusto,no,"Bosque Sur. ""Bosque de la avioneta"", cerca de Bosque Vega",,,,,,,,,,,,,,
4769,JC Cer—n,SBSR,Hernandiaceae,Hernandia,didymantha,,,Hernandia didymantha,,LC,,çrbol,no,"Bosque Sur. ""Bosque de la avioneta"", cerca de Bosque Vega",,,,,,,,,,,,,,
4770,JC Cer—n,SBSR,Celastraceae,Haydenoxylon,gentryi,,,Haydenoxylon gentryi,,LC,,çrbol,no,"Bosque Sur. ""Bosque de la avioneta"", cerca de Bosque Vega",,,,,,,,,,,,,,
4771,JC Cer—n,SBSR,Erythroxylaceae,Erythroxylum,squamatum,,,Erythroxylum squamatum,,LC,,çrbol,no,"Bosque Sur. ""Bosque de la avioneta"", cerca de Bosque Vega",,,,,,,,,,,,,,
4782,JC Cer—n,SBSR,Melastomataceae,Miconia,astroplocama,,,Miconia astroplocama,,LC,,Arbolito,no,"Bosque Sur. ""Bosque de la avioneta"", cerca de Bosque Vega",,,,,,,,,,,,,,
4783,JC Cer—n,SBV,Salicaceae,Casearia,arborea,,,Casearia arborea,,LC,,çrbol,no,Bosque Vega,,,,,,,,,,,,,,
4785,JC Cer—n,SBV,Lauraceae,Ocotea,floribunda,,,Ocotea floribunda,,LC,,çrbol,no,Bosque Vega,,,,,,,,,,,,,,
4786,JC Cer—n,SBV,Putranjivaceae,Drypetes,brownii,,cf.,Drypetes cf. brownii,,LC,,çrbol,no,Bosque Vega,,,,,,,,,,,,,,
4788,JC Cer—n,SBV,Meliaceae,Ruagea,glabra,,,Ruagea glabra,,LC,,çrbol,no,Bosque Vega,,,,,,,,,,,,,,
4790,JC Cer—n,SBV,Clusiaceae,Chrysochlamys ,nicaraguensis,,,Chrysochlamys nicaraguensis,,LC,,çrbol,,Bosque Vega,,,,,,,,,,,,,,
4793,JC Cer—n,SBV,Boraginaceae,Cordia,lucidula,,,Cordia lucidula,,LC,,çrbol,no,Bosque Vega,,,,,,,,,,,,,,
4795,JC Cer—n,SBV,Fabaceae,Abarema,racemiflora,,,Abarema racemiflora,,LC,,çrbol,no,Bosque Vega,,,,,,,,,,,,,,
4798,JC Cer—n,SBV,Lecythidaceae,Eschweilera,caudiculata,,,Eschweilera caudiculata,,LC,,çrbol,no,Bosque Vega,,,,,,,,,,,,,,
4800,JC Cer—n,SBV,Primulaceae,Geissanthus,longistamineus,,cf.,Geissanthus cf. longistamineus,,LC,,Hierba,no,Bosque Vega,,,,,,,,,,,,,,
4804,JC Cer—n,SBV,Moraceae,Ficus,maxima,,,Ficus maxima,,LC,,çrbol,no,Bosque Vega,,,,,,,,,,,,,,
4805,JC Cer—n,SBV,Moraceae,Naucleopsis,capirensis,,,Naucleopsis capirensis,,LC,,çrbol,no,Bosque Vega,,,,,,,,,,,,,,
